CountryCode,Reference area,Measure,Unit of measure,Year,Value,Observation status,Unit multiplier
SVN,Slovenia,Permanent crops,Hectares,2004,28.6,Normal value,Thousands
SVN,Slovenia,Permanent crops,Hectares,2003,28.6,Normal value,Thousands
SVN,Slovenia,Permanent crops,Hectares,2002,29.9,Normal value,Thousands
SVN,Slovenia,Permanent crops,Hectares,2001,29.7,Normal value,Thousands
SVN,Slovenia,Permanent crops,Hectares,2000,29.9,Normal value,Thousands
SVN,Slovenia,Permanent crops,Hectares,1998,31.3,Normal value,Thousands
SVN,Slovenia,Permanent crops,Hectares,1997,31.5,Normal value,Thousands
SVN,Slovenia,Permanent crops,Hectares,1996,33.1,Normal value,Thousands
SVN,Slovenia,Permanent crops,Hectares,1995,33.0,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,2019,202.07,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,2018,200.76,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,2017,202.2,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,2016,201.43,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,2015,198.19,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,2014,202.31,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,2013,201.41,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,2012,198.5,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,2011,195.59,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,2010,196.94,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,2009,201.19,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,2008,206.45,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,2007,201.19,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,2006,205.6,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,2005,205.8,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,2004,203.7,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,2003,202.0,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,2002,198.3,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,2001,202.5,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,2000,208.3,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,1999,171.2,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,1998,203.4,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,1997,204.0,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,1996,228.8,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,1995,234.0,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,1994,229.8,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,1993,235.1,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,1992,234.1,Normal value,Thousands
SVN,Slovenia,Arable and permanent crop land,Hectares,1991,303.9,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,2021,175.27,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,2020,175.56,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,2019,174.2,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,2018,172.98,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,2017,174.36,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,2016,173.79,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,2015,171.17,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,2014,175.07,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,2013,174.11,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,2012,171.67,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,2011,168.74,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,2010,170.14,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,2009,175.19,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,2008,180.3,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,2007,175.04,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,2006,178.1,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,2005,178.3,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,2004,175.1,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,2003,173.4,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,2002,168.4,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,2001,172.8,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,2000,178.4,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,1999,171.2,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,1998,172.1,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,1997,172.5,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,1996,195.7,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,1995,201.0,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,1994,196.1,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,1993,201.7,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,1992,200.7,Normal value,Thousands
SVN,Slovenia,Arable land,Hectares,1991,246.1,Normal value,Thousands
SVN,Slovenia,Permanent pasture,Hectares,2021,275.6,Normal value,Thousands
SVN,Slovenia,Permanent pasture,Hectares,2020,279.59,Normal value,Thousands
SVN,Slovenia,Permanent pasture,Hectares,2019,277.76,Normal value,Thousands
SVN,Slovenia,Permanent pasture,Hectares,2018,277.17,Normal value,Thousands
SVN,Slovenia,Permanent pasture,Hectares,2017,279.22,Normal value,Thousands
SVN,Slovenia,Permanent pasture,Hectares,2016,276.25,Normal value,Thousands
SVN,Slovenia,Permanent pasture,Hectares,2015,278.68,Normal value,Thousands
SVN,Slovenia,Permanent pasture,Hectares,2014,279.9,Normal value,Thousands
SVN,Slovenia,Permanent pasture,Hectares,2013,277.48,Normal value,Thousands
SVN,Slovenia,Permanent pasture,Hectares,2012,281.16,Normal value,Thousands
SVN,Slovenia,Permanent pasture,Hectares,2011,262.6,Normal value,Thousands
SVN,Slovenia,Permanent pasture,Hectares,2010,285.71,Normal value,Thousands
SVN,Slovenia,Permanent pasture,Hectares,2009,267.3,Normal value,Thousands
SVN,Slovenia,Permanent pasture,Hectares,2008,285.97,Normal value,Thousands
SVN,Slovenia,Permanent pasture,Hectares,2007,297.28,Normal value,Thousands
SVN,Slovenia,Permanent pasture,Hectares,2006,285.0,Normal value,Thousands
SVN,Slovenia,Permanent pasture,Hectares,2005,304.9,Normal value,Thousands
SVN,Slovenia,Permanent pasture,Hectares,2004,286.8,Normal value,Thousands
SVN,Slovenia,Permanent pasture,Hectares,2003,308.3,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,2021,479.49,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,2020,484.06,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,2019,479.82,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,2018,477.93,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,2017,481.42,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,2016,477.67,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,2015,476.86,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,2014,482.21,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,2013,478.89,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,2012,479.65,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,2011,458.2,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,2010,482.65,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,2009,468.5,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,2008,492.42,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,2007,498.47,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,2006,490.6,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,2005,510.7,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,2004,490.5,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,2003,509.7,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,2002,505.5,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,2001,509.6,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,2000,509.0,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,1998,490.9,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,1997,494.1,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,1996,524.5,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,1995,538.0,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,1994,522.0,Normal value,Thousands
SVN,Slovenia,Total agricultural land area,Hectares,1993,565.4,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,1994,18236.7,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,1993,19522.9,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,1992,19831.9,Normal value,Thousands
ESP,Spain,Transgenic crops,Hectares,2010,76574.75,Normal value,Units
ESP,Spain,Transgenic crops,Hectares,2009,79705.96,Normal value,Units
ESP,Spain,Transgenic crops,Hectares,2008,100000.0,Normal value,Units
ESP,Spain,Transgenic crops,Hectares,2007,100000.0,Normal value,Units
ESP,Spain,Transgenic crops,Hectares,2006,100000.0,Normal value,Units
ESP,Spain,Transgenic crops,Hectares,2005,100000.0,Normal value,Units
ESP,Spain,Transgenic crops,Hectares,2004,100000.0,Normal value,Units
ESP,Spain,Organic farming,Hectares,2002,665055.0,Normal value,Units
ESP,Spain,Organic farming,Hectares,2001,485079.0,Normal value,Units
ESP,Spain,Organic farming,Hectares,2000,380920.0,Normal value,Units
ESP,Spain,Organic farming,Hectares,1999,352164.0,Normal value,Units
ESP,Spain,Organic farming,Hectares,1998,269465.0,Normal value,Units
ESP,Spain,Organic farming,Hectares,1993,11675.0,Normal value,Units
ESP,Spain,Transgenic crops,Hectares,2022,67620.05,Normal value,Units
ESP,Spain,Transgenic crops,Hectares,2021,96605.87,Normal value,Units
ESP,Spain,Transgenic crops,Hectares,2020,98152.0,Normal value,Units
ESP,Spain,Transgenic crops,Hectares,2019,107126.0,Normal value,Units
ESP,Spain,Transgenic crops,Hectares,2018,115246.02,Normal value,Units
ESP,Spain,Transgenic crops,Hectares,2017,124227.47,Normal value,Units
ESP,Spain,Transgenic crops,Hectares,2016,129081.12,Normal value,Units
ESP,Spain,Transgenic crops,Hectares,2015,107749.24,Normal value,Units
ESP,Spain,Transgenic crops,Hectares,2014,131537.67,Normal value,Units
ESP,Spain,Transgenic crops,Hectares,2013,136962.45,Normal value,Units
ESP,Spain,Transgenic crops,Hectares,2012,116306.6,Normal value,Units
ESP,Spain,Transgenic crops,Hectares,2011,97346.31,Normal value,Units
ESP,Spain,Permanent crops,Hectares,2008,5096.0,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,2007,4810.5,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,2006,4858.4,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,2005,5659.1,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,2004,4986.5,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,2003,4877.4,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,2002,4876.0,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,2001,4903.4,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,2000,4964.6,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,1999,4864.5,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,1998,4862.2,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,1997,4753.3,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,1996,4699.8,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,1995,4698.7,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,1994,4674.9,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,1993,4673.7,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,1992,4765.1,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,1991,4832.4,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,1990,4895.4,Normal value,Thousands
ESP,Spain,Organic farming,Hectares,2021,2635442.0,Normal value,Units
ESP,Spain,Organic farming,Hectares,2020,2437891.0,Normal value,Units
ESP,Spain,Organic farming,Hectares,2019,2354916.0,Normal value,Units
ESP,Spain,Organic farming,Hectares,2018,2246475.0,Normal value,Units
ESP,Spain,Organic farming,Hectares,2017,2082173.0,Normal value,Units
ESP,Spain,Organic farming,Hectares,2016,2018802.0,Normal value,Units
ESP,Spain,Organic farming,Hectares,2015,1968570.0,Normal value,Units
ESP,Spain,Organic farming,Hectares,2014,1710475.0,Normal value,Units
ESP,Spain,Organic farming,Hectares,2013,1610129.0,Normal value,Units
ESP,Spain,Organic farming,Hectares,2012,1756548.0,Normal value,Units
ESP,Spain,Organic farming,Hectares,2011,1803661.0,Normal value,Units
ESP,Spain,Organic farming,Hectares,2010,1615047.0,Normal value,Units
ESP,Spain,Organic farming,Hectares,2009,1602871.0,Normal value,Units
ESP,Spain,Organic farming,Hectares,2008,1317539.0,Normal value,Units
ESP,Spain,Organic farming,Hectares,2007,988323.0,Normal value,Units
ESP,Spain,Organic farming,Hectares,2006,926390.0,Normal value,Units
ESP,Spain,Organic farming,Hectares,2005,807569.0,Normal value,Units
ESP,Spain,Organic farming,Hectares,2004,733182.0,Normal value,Units
ESP,Spain,Organic farming,Hectares,2003,725254.0,Normal value,Units
ESP,Spain,Arable and permanent crop land,Hectares,1991,20017.3,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,1990,20230.8,Normal value,Thousands
ESP,Spain,Arable land,Hectares,2021,11840.1,Normal value,Thousands
ESP,Spain,Arable land,Hectares,2020,11977.43,Normal value,Thousands
ESP,Spain,Arable land,Hectares,2019,12133.72,Normal value,Thousands
ESP,Spain,Arable land,Hectares,2018,12239.6,Normal value,Thousands
ESP,Spain,Arable land,Hectares,2017,12408.27,Normal value,Thousands
ESP,Spain,Arable land,Hectares,2016,12588.23,Normal value,Thousands
ESP,Spain,Arable land,Hectares,2015,12769.9,Normal value,Thousands
ESP,Spain,Arable land,Hectares,2014,12485.54,Normal value,Thousands
ESP,Spain,Arable land,Hectares,2013,12421.84,Normal value,Thousands
ESP,Spain,Arable land,Hectares,2012,12521.89,Normal value,Thousands
ESP,Spain,Arable land,Hectares,2011,12621.16,Normal value,Thousands
ESP,Spain,Arable land,Hectares,2010,12689.73,Normal value,Thousands
ESP,Spain,Arable land,Hectares,2009,12651.8,Normal value,Thousands
ESP,Spain,Arable land,Hectares,2008,12596.5,Normal value,Thousands
ESP,Spain,Arable land,Hectares,2007,13306.0,Normal value,Thousands
ESP,Spain,Arable land,Hectares,2006,12839.5,Normal value,Thousands
ESP,Spain,Arable land,Hectares,2005,12805.3,Normal value,Thousands
ESP,Spain,Arable land,Hectares,2004,12990.7,Normal value,Thousands
ESP,Spain,Arable land,Hectares,2003,13094.1,Normal value,Thousands
ESP,Spain,Arable land,Hectares,2002,12999.8,Normal value,Thousands
ESP,Spain,Arable land,Hectares,2001,13039.6,Normal value,Thousands
ESP,Spain,Arable land,Hectares,2000,13343.1,Normal value,Thousands
ESP,Spain,Arable land,Hectares,1999,13558.4,Normal value,Thousands
ESP,Spain,Arable land,Hectares,1998,13756.6,Normal value,Thousands
ESP,Spain,Arable land,Hectares,1997,14120.0,Normal value,Thousands
ESP,Spain,Arable land,Hectares,1996,13855.8,Normal value,Thousands
ESP,Spain,Arable land,Hectares,1995,13905.4,Normal value,Thousands
ESP,Spain,Arable land,Hectares,1994,13561.8,Normal value,Thousands
ESP,Spain,Arable land,Hectares,1993,14849.2,Normal value,Thousands
ESP,Spain,Arable land,Hectares,1992,15066.8,Normal value,Thousands
ESP,Spain,Arable land,Hectares,1991,15184.9,Normal value,Thousands
ESP,Spain,Arable land,Hectares,1990,15335.4,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,2021,7495.98,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,2020,7415.86,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,2019,7256.19,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,2018,7037.37,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,2017,6570.34,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,2016,6471.39,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,2015,6399.05,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,2014,6248.41,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,2013,6390.17,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,2012,6290.97,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,2011,6494.04,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,2010,6330.51,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,2009,6745.4,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,2008,6959.6,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,2007,6820.0,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,2006,6981.1,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,2005,7329.3,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,2004,7263.7,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,2003,7093.7,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,2002,7237.9,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,2001,7210.5,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,2000,7033.1,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,1999,7458.5,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,1998,10605.0,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,1997,10466.7,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,1996,11096.9,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,1995,11217.2,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,1994,11321.2,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,1993,10233.0,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,1992,10168.1,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,1991,10036.8,Normal value,Thousands
ESP,Spain,Permanent pasture,Hectares,1990,10394.4,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,2021,5084.32,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,2020,5041.34,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,2019,4981.75,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,2018,4924.94,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,2017,4862.09,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,2016,4756.71,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,2015,4728.19,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,2014,4723.89,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,2013,4681.99,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,2012,4630.11,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,2011,4665.21,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,2010,4658.33,Normal value,Thousands
ESP,Spain,Permanent crops,Hectares,2009,4729.8,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,2021,24420.4,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,2020,24434.63,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,2019,24371.66,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,2018,24201.91,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,2017,23840.7,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,2016,23816.33,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,2015,23897.14,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,2014,23571.78,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,2013,23494.57,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,2012,23463.12,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,2011,23894.37,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,2010,23719.23,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,2009,24190.4,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,2008,24718.1,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,2007,25003.0,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,2006,24743.7,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,2005,25859.0,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,2004,25971.7,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,2003,25125.4,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,2002,25168.7,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,2001,25205.9,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,2000,25393.8,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,1999,25942.2,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,1998,29272.8,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,1997,29381.8,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,1996,29694.2,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,1995,29863.7,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,1994,29597.5,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,1993,29755.9,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,1992,30000.0,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,1991,30054.1,Normal value,Thousands
ESP,Spain,Total agricultural land area,Hectares,1990,30625.2,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,2021,16924.42,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,2020,17018.77,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,2019,17115.47,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,2018,17164.54,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,2017,17270.36,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,2016,17344.94,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,2015,17498.09,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,2014,17209.43,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,2013,17103.83,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,2012,17152.0,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,2011,17286.37,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,2010,17348.06,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,2009,17381.6,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,2008,17692.5,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,2007,18116.5,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,2006,17697.9,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,2005,18464.4,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,2004,17977.2,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,2003,17971.5,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,2002,17875.8,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,2001,17943.0,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,2000,18307.7,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,1999,18422.9,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,1998,18618.8,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,1997,18873.3,Normal value,Thousands
ESP,Spain,Arable and permanent crop land,Hectares,1996,18555.6,Normal value,Thousands
SWE,Sweden,Arable and permanent crop land,Hectares,1995,2735.2,Normal value,Thousands
SWE,Sweden,Arable and permanent crop land,Hectares,1994,2784.0,Normal value,Thousands
SWE,Sweden,Arable and permanent crop land,Hectares,1993,2621.8,Normal value,Thousands
SWE,Sweden,Transgenic crops,Hectares,2010,68.0,Normal value,Units
SWE,Sweden,Transgenic crops,Hectares,2022,0.0,Normal value,Units
SWE,Sweden,Transgenic crops,Hectares,2021,0.0,Normal value,Units
SWE,Sweden,Transgenic crops,Hectares,2020,0.0,Normal value,Units
SWE,Sweden,Transgenic crops,Hectares,2019,0.0,Normal value,Units
SWE,Sweden,Transgenic crops,Hectares,2018,0.0,Normal value,Units
SWE,Sweden,Transgenic crops,Hectares,2017,0.0,Normal value,Units
SWE,Sweden,Transgenic crops,Hectares,2016,0.0,Normal value,Units
SWE,Sweden,Transgenic crops,Hectares,2015,0.0,Normal value,Units
SWE,Sweden,Organic farming,Hectares,2003,225785.0,Normal value,Units
SWE,Sweden,Organic farming,Hectares,2002,214120.0,Normal value,Units
SWE,Sweden,Organic farming,Hectares,2001,202827.0,Normal value,Units
SWE,Sweden,Organic farming,Hectares,2000,174227.0,Normal value,Units
SWE,Sweden,Organic farming,Hectares,1999,155463.0,Normal value,Units
SWE,Sweden,Organic farming,Hectares,1998,127329.0,Normal value,Units
SWE,Sweden,Organic farming,Hectares,1997,118175.0,Normal value,Units
SWE,Sweden,Organic farming,Hectares,1996,113995.0,Normal value,Units
SWE,Sweden,Organic farming,Hectares,1995,835.0,Normal value,Units
SWE,Sweden,Organic farming,Hectares,1994,48039.0,Normal value,Units
SWE,Sweden,Organic farming,Hectares,1993,36674.0,Normal value,Units
SWE,Sweden,Organic farming,Hectares,1992,33267.0,Normal value,Units
SWE,Sweden,Organic farming,Hectares,1991,31968.0,Normal value,Units
SWE,Sweden,Organic farming,Hectares,1990,28500.0,Normal value,Units
SWE,Sweden,Transgenic crops,Hectares,2014,0.3,Normal value,Units
SWE,Sweden,Transgenic crops,Hectares,2013,0.3,Normal value,Units
SWE,Sweden,Transgenic crops,Hectares,2012,0.1,Normal value,Units
SWE,Sweden,Transgenic crops,Hectares,2011,25.0,Normal value,Units
SWE,Sweden,Permanent crops,Hectares,2009,2.9,Normal value,Thousands
SWE,Sweden,Permanent crops,Hectares,2008,3.1,Normal value,Thousands
SWE,Sweden,Permanent crops,Hectares,2007,3.1,Normal value,Thousands
SWE,Sweden,Permanent crops,Hectares,2006,3.1,Normal value,Thousands
SWE,Sweden,Permanent crops,Hectares,2005,2.9,Normal value,Thousands
SWE,Sweden,Permanent crops,Hectares,2004,2.9,Normal value,Thousands
SWE,Sweden,Permanent crops,Hectares,2003,2.9,Normal value,Thousands
SWE,Sweden,Permanent crops,Hectares,2002,2.9,Normal value,Thousands
SWE,Sweden,Permanent crops,Hectares,2001,2.9,Normal value,Thousands
SWE,Sweden,Permanent crops,Hectares,2000,2.9,Normal value,Thousands
